o_WORKORDERID,o_WONUM,o_STATUS,o_PARENT,o_SITEID,o_SLXCENTROOPER,o_DESCRIPTION,o_LOCATION,o_LOCDESC,o_ASSETNUM,o_ASSETDESC,o_WORKTYPE,o_SLXSUBTIPO,o_SLXTEMPORADA,o_SLXLOCCLASIF,o_SLXFAILGROUP,o_SLXFAILPROB,o_SLXFAILCAUSE,o_SLXFAILITEM,o_ASSETLOCPRIORITY,o_WOPRIORITY,o_SLXREPERCUSION,o_ISTASK,o_SLXESREG,o_SLXODMNUM,o_SLXPDNUM,o_JPNUM,o_PMNUM,o_TARGSTARTDATE,o_TARGCOMPDATE,o_SCHEDSTART,o_SCHEDFINISH,o_ACTSTART,o_ACTFINISH,o_ESTDUR,o_SLXACTDUR,o_SLXELEMENTOPEP,o_SLXCONTROLPEP,o_SLXTIPOIMPUTACION,o_SLXCUENTACONTABLE,o_SLXCENTROCOSTO,o_SLXOBRAENCURSO,o_SUPERVISOR,o_LEAD,o_REPORTEDBY,o_REPORTDATE,o_CHANGEDATE,o_OTconODM,t_PARENT,t_WONUM,t_TASKID,t_DESCRIPTION,t_ESTDUR,t_SLXACTDUR,t_SLXAVANCE,t_STATUS,t_SLXALMACEN,t_SLXFECHAREQ,t_VENDOR,t_TARGSTARTDATE,t_TARGCOMPDATE,t_SCHEDSTART,t_SCHEDFINISH,t_ACTSTART,t_ACTFINISH,t_HASLABOR,t_HASMATERIAL,t_HASSERVICE
692690,757896,APPR,,PLANTA,TCNO,TCNO Mantto Instrumentos COCINAS,TCNO0104-02,Cocinado,,,MP,MP,CHIV1,04,,,,,2,3,0,0,0,,,,,2026-03-13T14:37:23.000Z,,,,,,0,0,PMP26/01-TCNO-02-04-CA,PMP26/01-TCNO-02,CEC,,3032142001,,ERAFAEL,,MGRANDA,2025-12-16T14:56:36.576Z,2025-12-16T15:04:53.950Z,NO,757896,757897,10,TCNO Mantto Instrumentos COCINAS,0,192,100,APPR,TCNO,2026-03-13T14:37:23.000Z,,,,,,,,0,0,1
684119,749326,APPR,,PLANTA,TCNO,TCHI [Rev25] PM NO Estacion de Gas,TCNO0207-0101,Unidad Correctora de Gas Natural,300042004,UNIDAD CORRECTORA DE GAS NATURAL,MP,MP,CHIV1,11,,,,,2,3,0,0,0,,,CHIGAS01-10-10,400000008959,2026-03-13T00:00:00.000Z,2026-03-13T00:00:00.000Z,,,,,0,0,PMP26/01-TCNO-02-11-NO,PMP26/01-TCNO-02,CEC,,3032142001,,,FGARAY,FGARAY,2025-11-21T12:11:19.176Z,2025-11-21T12:18:21.120Z,NO,749326,749327,10,Mantenimiento de Acometida (6M),0,0,0,APPR,TCHI,2026-03-13T00:00:00.000Z,,2026-03-13T00:00:00.000Z,2026-03-13T00:00:00.000Z,2026-03-13T00:00:00.000Z,2026-03-13T00:00:00.000Z,,,0,0,1
690050,755257,APPR,,PESCA,T053,T53 SF_1A Calibracion Detector Amoniaco (2 Unid),TF0153-0816,Controles  electrico  y  electronico,300032363,SISTEMA DETECTOR DE AMONIACO (SDA),MP,MP,VEDA1,08,,,,,1,1,0,0,0,,,FDETAMON1,,2026-03-09T14:52:54.000Z,,,,,,0,0,F4A26/01-T053-EPPM02SFNO,F4A26/01-T053-EPPM02SF,CEC,,3023140009,,DBENAVIDES,,JMELENDEZ,2025-12-10T14:52:53.803Z,2025-12-10T14:53:44.083Z,NO,755257,755258,1,T53 SF_1A Calibracion Detector Amoniaco (2 Unid),32,6,0,APPR,TCNO,2026-03-09T14:52:54.000Z,2060471752,,,,,,,0,1,1
690046,755253,APPR,,PESCA,T051,T51 SF_1A Calibracion Detector Amoniaco (2 unid),TF0151-0816,Controles  electrico  y  electronico,300032369,SISTEMA DETECTOR DE AMONIACO (SDA),MP,MP,VEDA1,08,,,,,1,1,0,0,0,,,FDETAMON1,,2026-03-09T14:49:53.000Z,,,,,,0,0,F4A26/01-T051-EPPM02SFNO,F4A26/01-T051-EPPM02SF,CEC,,3023140011,,NCOLLAZOS,,JMELENDEZ,2025-12-10T14:49:52.546Z,2025-12-10T14:52:06.543Z,NO,755253,755254,1,T51 SF_1A Calibracion Detector Amoniaco (2 unid),32,18,0,APPR,TCNO,2026-03-09T14:49:53.000Z,2060404717,,,,,,,0,1,1
690044,755251,APPR,,PESCA,T427,T427 SF_1A Calibracion Detector Amoniaco (2 unid),TF01427-0816,Controles  electrico  y  electronico,400025434,SISTEMA DETECTOR DE AMONIACO (SDA),MP,MP,VEDA1,08,,,,,1,1,0,0,0,,,FDETAMON1,,2026-03-09T14:48:06.000Z,,,,,,0,0,F4A26/01-T427-EPPM02SFNO,F4A26/01-T427-EPPM02SF,CEC,,3023140014,,APRICE,,JMELENDEZ,2025-12-10T14:48:05.750Z,2025-12-10T14:49:19.086Z,NO,755251,755252,1,T427 SF_1A Calibracion Detector Amoniaco (2 unid),2,3,0,APPR,TCNO,2026-03-09T14:48:06.000Z,0000003733,,,,,,,0,1,1
687312,752519,APPR,,PESCA,T052,T52 SF_1A Calibracion Detector Amoniaco (2 unid),TF0152-0816,Controles  electrico  y  electronico,300032368,SISTEMA DETECTOR DE AMONIACO (SDA),MP,MP,CAR1,08,,,,,1,1,0,0,0,,,FDETAMON1,,2026-03-09T10:27:59.000Z,2026-03-23T10:27:59.000Z,,,,,0,0,F4A26/09-T052-EPPM02SFNO,F4A26/09-T052-EPPM02SF,CEC,,3023140012,,DBENAVIDES,,JMELENDEZ,2025-12-02T10:27:58.590Z,2025-12-02T10:30:29.106Z,NO,752519,752520,1,T52 SF_1A Calibracion Detector Amoniaco (2 unid),3,9,0,APPR,TCNO,2026-03-09T10:27:59.000Z,2060404717,,,,,,,0,1,1
688038,753245,CAN,,PESCA,T414,PM T414 SH WINCHE DE COMBINACION,TF01414-0601,Winche Principal,400030597,WINCHE COMBINACION PRINCIPAL,MP,MP,CAR1,06,,,,,1,3,0,0,0,,,FSHWC310,400000006372,2026-03-03T00:00:00.000Z,2026-03-03T00:00:00.000Z,,,,,0,0,F2A26/09-T414-EPPM02SHCA,F2A26/09-T414-EPPM02SH,CEC,,3023120004,,,,MTAPIA,2025-12-03T06:06:27.650Z,2025-12-03T06:08:25.710Z,NO,753245,753246,1,PM T000 SH 175C WINCHE COMBINACIÓN IT-25,32,0,0,CAN,,2026-03-03T00:00:00.000Z,,2026-03-03T00:00:00.000Z,2026-03-04T08:00:00.000Z,,,,,0,0,1
688263,753470,CAN,,PESCA,T058,PM T58 SH WINCHE DE ANCLA,TF01058-0608,Winche de Ancla,300041790,Winche de Ancla,MP,MP,CAR1,06,,,,,1,3,0,0,0,,,FSHWAC110,400000006351,2026-03-03T00:00:00.000Z,2026-03-03T00:00:00.000Z,,,,,0,0,F4A26/09-T058-EPPM02SHCA,F4A26/09-T058-EPPM02SH,CEC,,3023140007,,,,MTAPIA,2025-12-03T16:41:26.233Z,2025-12-03T16:45:34.680Z,NO,753470,753471,1,PM T000 SH 175C WINCHE ANCLA SIMPLE,16,0,0,CAN,,2026-03-03T00:00:00.000Z,,2026-03-03T00:00:00.000Z,2026-03-03T16:00:00.000Z,,,,,0,0,1
690042,755249,APPR,,PESCA,T419,T419 SF_1A Calibracion Detector Amoniaco (1 Unid.),TF01419-0816,Controles  electrico  y  electronico,300032372,SISTEMA DETECTOR DE AMONIACO (SDA),MP,MP,VEDA1,08,,,,,1,3,0,0,0,,,FDETAMON1,,2026-03-02T14:47:11.000Z,,,,,,0,0,F4A26/01-T419-EPPM02SFNO,F4A26/01-T419-EPPM02SF,CEC,,3023140002,,NCOLLAZOS,,JMELENDEZ,2025-12-10T14:47:10.803Z,2025-12-10T14:47:46.553Z,NO,755249,755250,1,T419 SF_1A Calibracion Detector Amoniaco,6,6,0,APPR,TCNO,2026-03-02T14:47:11.000Z,0000003733,,,,,,,0,1,1
687302,752509,APPR,,PESCA,T052,T52 SF Mtto 2000H Comp.Rec Vilter 458 XL,TF0152-0801,Compresor de frio # 1,300001501,Compresor de Pistones 1,MP,MP,CAR1,08,,,,,1,1,0,0,0,,,FRECIPAM810,FP52FRECIPAM1,2026-03-02T00:00:00.000Z,2026-03-25T00:00:00.000Z,,,,,0,0,F4A26/09-T052-EPPM02SFHO,F4A26/09-T052-EPPM02SF,CEC,,3023140012,,,,JMELENDEZ,2025-12-02T10:15:07.576Z,2025-12-02T10:27:24.136Z,NO,752509,752510,1,T52 SF Mtto 2000H Comp.Rec Vilter 458 XL,16,0,0,APPR,TCHI,2026-03-02T00:00:00.000Z,2060404717,2026-05-25T00:00:00.000Z,2026-05-25T16:00:00.000Z,2026-05-25T00:00:00.000Z,2026-05-25T16:00:00.000Z,,,0,1,1
687302,752509,APPR,,PESCA,T052,T52 SF Mtto 2000H Comp.Rec Vilter 458 XL,TF0152-0801,Compresor de frio # 1,300001501,Compresor de Pistones 1,MP,MP,CAR1,08,,,,,1,1,0,0,0,,,FRECIPAM810,FP52FRECIPAM1,2026-03-02T00:00:00.000Z,2026-03-25T00:00:00.000Z,,,,,0,0,F4A26/09-T052-EPPM02SFHO,F4A26/09-T052-EPPM02SF,CEC,,3023140012,,,,JMELENDEZ,2025-12-02T10:15:07.576Z,2025-12-02T10:27:24.136Z,NO,752509,752511,2,T52 SF Alineamiento Compresor FRIO Vilte,8,0,0,APPR,TCHI,2026-03-02T00:00:00.000Z,2044543222,2026-05-25T00:00:00.000Z,2026-05-25T08:00:00.000Z,2026-05-25T00:00:00.000Z,2026-05-25T08:00:00.000Z,,,0,0,1
687316,752523,APPR,,PESCA,T052,T52 SF_1A Mtto Tablero de control,TF0152-0816,Controles  electrico  y  electronico,300028797,Tablero PLC Planta RSW,MP,MP,CAR1,08,,,,,1,1,0,0,0,,,FTABLERO3,FP52FTABLERO3,2026-03-02T00:00:00.000Z,2026-03-23T00:00:00.000Z,,,,,0,0,F4A26/09-T052-EPPM02SFCA,F4A26/09-T052-EPPM02SF,CEC,,3023140012,,,,JMELENDEZ,2025-12-02T10:32:16.366Z,2025-12-02T10:48:48.140Z,NO,752523,752524,1,T52 SF_1A Mtto Tablero de control,24,0,0,APPR,TCHI,2026-03-02T00:00:00.000Z,2060404717,2025-12-02T00:00:00.000Z,2025-12-03T00:00:00.000Z,2025-12-02T00:00:00.000Z,2025-12-03T00:00:00.000Z,,,0,0,1
679238,744446,APPR,,PLANTA,TMSU,TMSU [Rev22] NO Mantenimiento Tolva de Pesaje #1,TMSU0102-0301,Tolva de Pesaje #1,300024396,"TOLVA DE PESAJE 2,000 KG INOX",MP,MP,CHIV1,02,,,,,3,3,0,0,0,,,GG02TLVRICNOMP-06M,400000001373,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,,,8,0,PMP26/01-TMSU-02-02-CA,PMP26/01-TMSU-02,CEC,,3032102001,,,FGARAY,MGRANDA,2025-11-07T10:23:59.146Z,2025-11-18T13:57:21.963Z,NO,744446,744447,10,Serv. Mantto Normativo Preventivo Tolva (6M),8,0,0,APPR,TMSU,2026-02-28T00:00:00.000Z,2060111281,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,0,0,1
679240,744448,APPR,,PLANTA,TMSU,TMSU [Rev22] NO Mantenimiento Tolva de Pesaje #2,TMSU0102-0302,Tolva de Pesaje #2,300024398,"TOLVA DE PESAJE 2,000 KG INOX",MP,MP,CHIV1,02,,,,,3,3,0,0,0,,,GG02TLVRICNOMP-06M,400000001374,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,,,8,0,PMP26/01-TMSU-02-02-NO,PMP26/01-TMSU-02,CEC,,3032102001,,,FGARAY,MGRANDA,2025-11-07T10:24:00.976Z,2025-11-18T13:57:31.003Z,NO,744448,744449,10,Serv. Mantto Normativo Preventivo Tolva (6M),8,0,0,APPR,TMSU,2026-02-28T00:00:00.000Z,2060111281,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,0,0,1
679242,744450,APPR,,PLANTA,TMSU,TMSU [Rev22] NO Mantenimiento Tolva de Pesaje #3,TMSU0102-0303,Tolva de Pesaje #3,300003838,"TOLVA DE PESAJE 2,000 KG INOX",MP,MP,CHIV1,02,,,,,3,3,0,0,0,,,GG02TLVRICNOMP-06M,400000001375,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,,,8,0,PMP26/01-TMSU-02-02-NO,PMP26/01-TMSU-02,CEC,,3032102001,,,FGARAY,MGRANDA,2025-11-07T10:24:02.236Z,2025-11-18T13:57:39.016Z,NO,744450,744451,10,Serv. Mantto Normativo Preventivo Tolva (6M),8,0,0,APPR,TMSU,2026-02-28T00:00:00.000Z,2060111281,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,0,0,1
679244,744452,APPR,,PLANTA,TMSU,TMSU [Rev22] NO Mantenimiento Tolva de Pesaje #4,TMSU0102-0304,Tolva de Pesaje #4,300003839,"TOLVA DE PESAJE 2,000 KG INOX",MP,MP,CHIV1,02,,,,,3,3,0,0,0,,,GG02TLVRICNOMP-06M,400000001376,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,,,8,0,PMP26/01-TMSU-02-02-NO,PMP26/01-TMSU-02,CEC,,3032102001,,,FGARAY,MGRANDA,2025-11-07T10:24:03.516Z,2025-11-18T13:57:47.780Z,NO,744452,744453,10,Serv. Mantto Normativo Preventivo Tolva (6M),8,0,0,APPR,TMSU,2026-02-28T00:00:00.000Z,2060111281,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,0,0,1
679343,744551,APPR,,PLANTA,TCHI,TCHI [Rev22] NO Mantenimiento Tolva de Pesaje #1,TCHI0102-0301,Tolva de Pesaje #1,300022785,TOLVA DE PESAJE 2000KG,MP,MP,CHIV1,02,,,,,2,3,0,0,0,,,GG02TLVRICNOMP-06M,400000001377,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,,,8,0,PMP26/01-TCHI-02-02-NO,PMP26/01-TCHI-02,CEC,,3032192001,,,FGARAY,MGRANDA,2025-11-07T13:30:43.653Z,2025-11-18T14:06:55.613Z,NO,744551,744552,10,Serv. Mantto Normativo Preventivo Tolva (6M),8,0,0,APPR,TCHI,2026-02-28T00:00:00.000Z,2060111281,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,0,0,1
679345,744553,APPR,,PLANTA,TCHI,TCHI [Rev22] NO Mantenimiento Tolva de Pesaje #2,TCHI0102-0302,Tolva de Pesaje #2,300022786,TOLVA DE PESAJE 2000KG,MP,MP,CHIV1,02,,,,,2,3,0,0,0,,,GG02TLVRICNOMP-06M,400000001378,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,,,8,0,PMP26/01-TCHI-02-02-NO,PMP26/01-TCHI-02,CEC,,3032192001,,,FGARAY,MGRANDA,2025-11-07T13:30:45.040Z,2025-11-18T14:07:04.176Z,NO,744553,744554,10,Serv. Mantto Normativo Preventivo Tolva (6M),8,0,0,APPR,TCHI,2026-02-28T00:00:00.000Z,2060111281,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,0,0,1
679347,744555,APPR,,PLANTA,TCHI,TCHI [Rev22] NO Mantenimiento Tolva de Pesaje #3,TCHI0102-0303,Tolva de Pesaje #3,300020287,TOLVA DE PESAJE 2000KG,MP,MP,CHIV1,02,,,,,2,3,0,0,0,,,GG02TLVRICNOMP-06M,400000001379,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,,,8,0,PMP26/01-TCHI-02-02-NO,PMP26/01-TCHI-02,CEC,,3032192001,,,FGARAY,MGRANDA,2025-11-07T13:30:46.256Z,2025-11-18T14:07:12.936Z,NO,744555,744556,10,Serv. Mantto Normativo Preventivo Tolva (6M),8,0,0,APPR,TCHI,2026-02-28T00:00:00.000Z,2060111281,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,0,0,1
679351,744559,APPR,,PLANTA,TSUP,TSUP [Rev22] NO Mantenimiento Tolva de Pesaje #1 LS,TSUP0102-0301,Tolva de Pesaje #1,300003786,TOLVA DE PESAJE 2000KG,MP,MP,CHIV1,02,,,,,3,3,0,0,0,,,GG02TLVRICNOMP-06M,400000001382,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,,,8,0,PMP26/01-TSUP-02-02-NO,PMP26/01-TSUP-02,CEC,,3032122001,,,FGARAY,MGRANDA,2025-11-07T13:52:26.966Z,2025-11-18T14:09:40.600Z,NO,744559,744560,10,Serv. Mantto Normativo Preventivo Tolva (6M),8,0,0,APPR,TSUP,2026-02-28T00:00:00.000Z,2060111281,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,2026-02-28T00:00:00.000Z,2026-02-28T08:00:00.000Z,,,0,0,1
